2009-02-17 05:30:00,GBP,Low Impact Expected,ONS HPI y/y,-10.2%,-10.1%,-8.5%
2009-02-17 06:00:00,EUR,High Impact Expected,German ZEW Economic Sentiment,-5.8,-26.5,-31.0
2009-02-17 06:00:00,EUR,Medium Impact Expected,ZEW Economic Sentiment,-8.7,-27.5,-30.8
2009-02-17 06:00:00,EUR,Low Impact Expected,Trade Balance,-0.3B,-5.2B,-4.0B
2009-02-17 09:30:00,USD,Medium Impact Expected,Empire State Manufacturing Index,-34.7,-23.0,-22.2
2009-02-17 10:00:00,USD,High Impact Expected,TIC Long-Term Purchases,34.8B,20.0B,-25.6B
2009-02-17 14:00:00,USD,Low Impact Expected,NAHB Housing Market Index,9,8,8
2009-02-17 14:30:00,GBP,Medium Impact Expected,MPC Member Besley Speaks,,,
2009-02-17 18:20:00,AUD,Medium Impact Expected,RBA Assist Gov Edey Speaks,,,
2009-02-17 19:30:00,AUD,Low Impact Expected,MI Leading Index m/m,-0.4%,,-0.6%
2009-02-17 20:30:00,AUD,Medium Impact Expected,Quarterly Retail Sales q/q,0.8%,1.0%,0.1%
2009-02-18 05:30:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-9-0,0-9-0,0-9-0
2009-02-18 07:00:00,GBP,Medium Impact Expected,CBI Industrial Order Expectations,-56,-45,-48
2009-02-18 09:30:00,CAD,Medium Impact Expected,Wholesale Sales m/m,-3.4%,-2.2%,-1.5%
2009-02-18 09:30:00,USD,High Impact Expected,Building Permits,0.52M,0.52M,0.55M
2009-02-18 09:30:00,USD,Medium Impact Expected,Housing Starts,0.47M,0.53M,0.56M
2009-02-18 09:30:00,USD,Medium Impact Expected,Import Prices m/m,-1.1%,-1.2%,-5.0%
2009-02-18 10:15:00,USD,Medium Impact Expected,Capacity Utilization Rate,72.0%,72.5%,73.3%
2009-02-18 10:15:00,USD,Medium Impact Expected,Industrial Production m/m,-1.8%,-1.4%,-2.4%
2009-02-18 14:00:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
2009-02-18 14:30:00,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
2009-02-18 15:00:00,USD,High Impact Expected,FOMC Meeting Minutes,,,
2009-02-18 20:30:00,AUD,Low Impact Expected,New Motor Vehicle Sales m/m,-1.1%,,1.7%
2009-02-18 20:30:00,AUD,Low Impact Expected,RBA Bulletin,,,
2009-02-19 00:52:00,JPY,High Impact Expected,Overnight Call Rate,0.10%,0.10%,0.10%
2009-02-19 00:52:00,JPY,Medium Impact Expected,Monetary Policy Statement,,,
2009-02-19 03:15:00,CHF,Low Impact Expected,Trade Balance,2.03B,0.62B,0.00B
2009-02-19 03:20:00,JPY,High Impact Expected,BOJ Press Conference,,,
2009-02-19 05:00:00,EUR,Low Impact Expected,Italian Trade Balance,-0.41B,-0.97B,-1.12B
2009-02-19 05:30:00,GBP,Medium Impact Expected,Public Sector Net Borrowing,-3.3B,-6.9B,16.5B
2009-02-19 05:30:00,GBP,Low Impact Expected,M4 Money Supply m/m,2.5%,1.2%,1.4%
2009-02-19 06:00:00,CHF,Medium Impact Expected,Credit Suisse Economic Expectations,-57.7,,-66.7
2009-02-19 06:00:00,EUR,Low Impact Expected,Spanish 10-y Bond Auction,3.81|1.8,,3.95|1.7
2009-02-19 07:00:00,EUR,Low Impact Expected,German Buba Monthly Report,,,
2009-02-19 09:30:00,CAD,Low Impact Expected,Leading Index m/m,-0.8%,-0.6%,-0.5%
2009-02-19 09:30:00,USD,High Impact Expected,PPI m/m,0.8%,0.2%,-1.9%
2009-02-19 09:30:00,USD,High Impact Expected,Unemployment Claims,627K,620K,627K
2009-02-19 09:30:00,USD,Medium Impact Expected,Core PPI m/m,0.4%,0.1%,0.2%
2009-02-19 11:00:00,USD,Medium Impact Expected,Philly Fed Manufacturing Index,-41.3,-24.1,-24.3
2009-02-19 11:00:00,USD,Low Impact Expected,CB Leading Index m/m,0.4%,0.0%,0.2%
2009-02-19 11:30:00,CAD,Low Impact Expected,BOC Review,,,
2009-02-19 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-24B,-49B,-159B
2009-02-19 12:00:00,USD,Medium Impact Expected,Crude Oil Inventories,-0.2M,2.9M,4.7M
2009-02-19 13:00:00,GBP,Medium Impact Expected,MPC Member Gieve Speaks,,,
2009-02-19 14:15:00,USD,Medium Impact Expected,FOMC Member Lockhart Speaks,,,
2009-02-19 18:00:00,AUD,High Impact Expected,RBA Gov Stevens Speaks,,,
2009-02-19 19:50:00,JPY,Low Impact Expected,All Industries Activity m/m,-2.7%,-2.7%,-2.4%
2009-02-20 01:00:00,JPY,Medium Impact Expected,BOJ Monthly Report,,,
2009-02-20 03:45:00,EUR,Low Impact Expected,French Final CPI m/m,-0.4%,-0.5%,-0.2%
2009-02-20 04:00:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2009-02-20 04:00:00,EUR,Medium Impact Expected,French Flash Manufacturing PMI,35.4,38.0,37.9
2009-02-20 04:00:00,EUR,Medium Impact Expected,French Flash Services PMI,40.1,42.8,42.6
2009-02-20 04:30:00,EUR,Medium Impact Expected,German Flash Manufacturing PMI,32.2,32.5,32.0
2009-02-20 04:30:00,EUR,Medium Impact Expected,German Flash Services PMI,41.6,45.0,45.2
2009-02-20 05:00:00,EUR,Medium Impact Expected,Flash Manufacturing PMI,33.6,35.0,34.4
2009-02-20 05:00:00,EUR,Medium Impact Expected,Flash Services PMI,38.9,42.6,42.2
2009-02-20 05:30:00,GBP,High Impact Expected,Retail Sales m/m,0.7%,0.0%,1.7%
2009-02-20 08:00:00,CAD,High Impact Expected,Core CPI m/m,-0.4%,-0.1%,-0.4%
2009-02-20 08:00:00,CAD,Medium Impact Expected,CPI m/m,-0.3%,-0.2%,-0.7%
2009-02-20 09:30:00,USD,High Impact Expected,Core CPI m/m,0.2%,0.1%,0.0%
2009-02-20 09:30:00,USD,Medium Impact Expected,CPI m/m,0.3%,0.2%,-0.8%
2009-02-22 09:45:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2009-02-22 22:04:00,NZD,Low Impact Expected,Credit Card Spending y/y,-2.2%,,-3.8%
2009-02-23 04:10:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2009-02-23 09:30:00,CAD,High Impact Expected,Core Retail Sales m/m,-3.2%,-2.0%,-2.3%
2009-02-23 09:30:00,CAD,Medium Impact Expected,Gov Council Member Jenkins Speaks,,,
2009-02-23 09:30:00,CAD,Medium Impact Expected,Retail Sales m/m,-5.4%,-2.7%,-2.4%
2009-02-23 13:40:00,USD,Medium Impact Expected,FOMC Member Lockhart Speaks,,,
2009-02-23 14:00:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
2009-02-23 19:50:00,JPY,Medium Impact Expected,Monetary Policy Meeting Minutes,,,
2009-02-23 19:50:00,JPY,Low Impact Expected,SPPI y/y,-2.2%,-2.5%,-2.5%
2009-02-24 03:00:00,CHF,Medium Impact Expected,UBS Consumption Indicator,0.99,,1.18
2009-02-24 03:45:00,EUR,Medium Impact Expected,French Consumer Spending m/m,1.8%,0.2%,-0.9%
2009-02-24 04:15:00,CHF,Medium Impact Expected,Employment Level,3.96M,3.91M,3.96M
2009-02-24 05:00:00,EUR,High Impact Expected,German Ifo Business Climate,82.6,83.2,83.0
2009-02-24 05:00:00,EUR,Medium Impact Expected,Current Account,-7.3B,-14.3B,-13.9B
2009-02-24 05:30:00,GBP,Medium Impact Expected,High Street Lending,23.4K,20.2K,22.4K
2009-02-24 05:30:00,GBP,Medium Impact Expected,Prelim Business Investment q/q,-3.9%,-4.2%,-2.1%
2009-02-24 05:40:00,GBP,Medium Impact Expected,MPC Member Sentance Speaks,,,
2009-02-24 06:00:00,EUR,Medium Impact Expected,Industrial New Orders m/m,-5.2%,-4.9%,-5.4%
2009-02-24 07:00:00,GBP,High Impact Expected,CBI Realized Sales,-25,-52,-47
2009-02-24 10:00:00,EUR,Medium Impact Expected,Belgian NBB Business Climate,-31.6,-27.0,-27.7
2009-02-24 10:00:00,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,-18.5%,-18.3%,-18.2%
2009-02-24 11:00:00,USD,High Impact Expected,CB Consumer Confidence,25.0,35.5,37.4
2009-02-24 11:00:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
2009-02-24 11:00:00,USD,Low Impact Expected,Fed Monetary Policy Report,,,
2009-02-24 11:00:00,USD,Low Impact Expected,Richmond Manufacturing Index,-51,-48,-49
2009-02-24 11:07:00,USD,Low Impact Expected,HPI m/m,0.1%,-1.8%,-2.2%
2009-02-24 13:00:00,USD,Medium Impact Expected,FOMC Member Duke Speaks,,,
2009-02-24 19:50:00,JPY,Medium Impact Expected,Trade Balance,-0.36T,-0.49T,-0.21T
2009-02-24 20:30:00,AUD,Medium Impact Expected,Construction Work Done q/q,1.7%,-2.0%,5.5%
2009-02-24 20:30:00,AUD,Medium Impact Expected,Wage Price Index q/q,1.2%,0.9%,1.0%
2009-02-24 22:00:00,NZD,High Impact Expected,Inflation Expectations q/q,2.3%,,2.7%
2009-02-25 03:00:00,EUR,Low Impact Expected,German Final GDP q/q,-2.1%,-2.1%,-2.1%
2009-02-25 05:00:00,EUR,Low Impact Expected,Italian Retail Sales m/m,0.0%,0.0%,-0.4%
2009-02-25 05:30:00,GBP,High Impact Expected,Second Estimate GDP q/q,-1.5%,-1.6%,-1.5%
2009-02-25 05:30:00,GBP,Low Impact Expected,Index of Services 3m/3m,-0.9%,-1.1%,-0.5%
2009-02-25 11:00:00,USD,High Impact Expected,Existing Home Sales,4.49M,4.78M,4.74M
2009-02-25 11:00:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
2009-02-25 11:30:00,USD,Medium Impact Expected,Crude Oil Inventories,0.7M,0.9M,-0.2M
2009-02-25 13:30:00,GBP,Medium Impact Expected,MPC Member Blanchflower Speaks,,,
2009-02-25 17:45:00,NZD,High Impact Expected,Trade Balance,-187M,-410M,-334M
2009-02-25 19:00:00,AUD,Medium Impact Expected,CB Leading Index m/m,-0.9%,,-1.1%
2009-02-25 20:30:00,AUD,High Impact Expected,Private Capital Expenditure q/q,6.0%,-3.1%,1.6%
2009-02-25 22:00:00,NZD,High Impact Expected,ANZ Business Confidence,-41.2,,-35.0
2009-02-26 02:10:00,JPY,Medium Impact Expected,BOJ Gov Shirakawa Speaks,,,
2009-02-26 03:00:00,EUR,Medium Impact Expected,German GfK Consumer Climate,2.6,2.1,2.3
2009-02-26 03:00:00,GBP,High Impact Expected,Nationwide HPI m/m,-1.8%,-1.2%,-1.3%
2009-02-26 04:55:00,EUR,Medium Impact Expected,German Unemployment Change,40K,60K,59K
2009-02-26 05:00:00,EUR,Low Impact Expected,M3 Money Supply y/y,5.9%,6.9%,7.5%
2009-02-26 05:00:00,EUR,Low Impact Expected,Private Loans y/y,5.0%,5.2%,5.8%
2009-02-26 05:00:00,EUR,Low Impact Expected,Retail PMI,42.3,,44.0
2009-02-26 06:00:00,EUR,Low Impact Expected,Consumer Confidence,-33,-31,-31
2009-02-26 06:30:00,GBP,High Impact Expected,BOE Gov King Speaks,,,
2009-02-26 06:42:00,EUR,Low Impact Expected,Italian 10-y Bond Auction,4.57|1.3,,4.62|1.5
2009-02-26 09:00:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2009-02-26 09:30:00,CAD,Low Impact Expected,Corporate Profits q/q,-16.3%,,7.6%
2009-02-26 09:30:00,USD,High Impact Expected,Core Durable Goods Orders m/m,-2.5%,-2.1%,-5.5%
2009-02-26 09:30:00,USD,High Impact Expected,Unemployment Claims,667K,628K,631K
2009-02-26 09:30:00,USD,Medium Impact Expected,Durable Goods Orders m/m,-5.2%,-2.4%,-4.6%
2009-02-26 10:30:00,USD,Low Impact Expected,President Obama Speaks,,,
2009-02-26 11:00:00,USD,High Impact Expected,New Home Sales,309K,325K,344K
2009-02-26 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-101B,-98B,-24B
2009-02-26 17:45:00,NZD,High Impact Expected,Building Consents m/m,-13.1%,,-7.1%
2009-02-26 17:45:00,NZD,Low Impact Expected,Visitor Arrivals m/m,-3.0%,,4.0%
2009-02-26 19:15:00,JPY,Low Impact Expected,Final Manufacturing PMI,31.6,,29.6
2009-02-26 19:30:00,JPY,Medium Impact Expected,Household Spending y/y,-5.9%,-5.6%,-4.6%
2009-02-26 19:30:00,JPY,Medium Impact Expected,Tokyo Core CPI y/y,0.6%,0.3%,0.5%
2009-02-26 19:30:00,JPY,Low Impact Expected,National Core CPI y/y,0.0%,-0.1%,0.2%
2009-02-26 19:30:00,JPY,Low Impact Expected,Unemployment Rate,4.1%,4.6%,4.3%
2009-02-26 19:50:00,JPY,High Impact Expected,Prelim Industrial Production m/m,-10.0%,-10.2%,-9.8%
2009-02-26 19:50:00,JPY,Medium Impact Expected,Retail Sales y/y,-2.4%,-3.0%,-2.7%
2009-02-26 20:01:00,GBP,Medium Impact Expected,GfK Consumer Confidence,-35,-39,-37
2009-02-26 20:30:00,AUD,Medium Impact Expected,Private Sector Credit m/m,0.6%,0.3%,-0.2%
2009-02-27 01:00:00,JPY,Low Impact Expected,Housing Starts y/y,-18.7%,-14.9%,-5.8%
2009-02-27 00:00:00,EUR,Medium Impact Expected,German Prelim CPI m/m,0.6%,0.3%,-0.5%
2009-02-27 06:00:00,EUR,Medium Impact Expected,Final CPI y/y,1.1%,1.1%,1.1%
2009-02-27 06:00:00,EUR,Medium Impact Expected,Final Core CPI y/y,1.6%,1.8%,1.8%
2009-02-27 06:00:00,EUR,Low Impact Expected,Unemployment Rate,8.2%,8.1%,8.1%
2009-02-27 06:30:00,CHF,Medium Impact Expected,KOF Economic Barometer,-1.41,-0.95,-0.93
2009-02-27 09:30:00,CAD,Medium Impact Expected,Current Account,-7.5B,-5.5B,3.6B
2009-02-27 09:30:00,CAD,Medium Impact Expected,RMPI m/m,1.4%,-2.2%,-15.4%
2009-02-27 09:30:00,CAD,Low Impact Expected,IPPI m/m,-0.1%,-0.3%,-2.1%
2009-02-27 09:30:00,USD,High Impact Expected,Prelim GDP q/q,-6.2%,-5.4%,-3.8%
2009-02-27 09:30:00,USD,Low Impact Expected,Prelim GDP Price Index q/q,0.5%,-0.1%,-0.1%
2009-02-27 10:45:00,USD,Medium Impact Expected,Chicago PMI,34.2,33.0,33.3
2009-02-27 10:55:00,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,56.3,56.0,56.2
2009-02-27 10:55:00,USD,Low Impact Expected,Revised UoM Inflation Expectations,1.9%,,1.6%
2009-02-27 11:45:00,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
2009-03-01 00:00:00,EUR,Medium Impact Expected,EU Economic Summit,,,
2009-03-01 18:30:00,AUD,Low Impact Expected,AIG Manufacturing Index,31.7,,36.6
2009-03-01 19:30:00,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.7%,,0.8%
2009-03-01 20:03:00,AUD,Medium Impact Expected,HIA New Home Sales m/m,8.3%,,-1.7%
2009-03-01 20:30:00,AUD,Low Impact Expected,Company Operating Profits q/q,-6.5%,-1.7%,7.3%
2009-03-01 21:30:00,JPY,Medium Impact Expected,Average Cash Earnings y/y,-1.3%,-1.2%,-0.8%
2009-03-01 22:30:00,CNY,Medium Impact Expected,Caixin Manufacturing PMI,45.1,,42.2
2009-03-02 01:30:00,AUD,Medium Impact Expected,Commodity Prices y/y,19.1%,,25.5%
2009-03-02 04:15:00,EUR,Low Impact Expected,Spanish Manufacturing PMI,31.8,,31.5
2009-03-02 04:30:00,CHF,Medium Impact Expected,Manufacturing PMI,32.6,34.8,35.0
2009-03-02 04:45:00,EUR,Low Impact Expected,Italian Manufacturing PMI,35.0,35.4,36.1
2009-03-02 04:50:00,EUR,Low Impact Expected,French Final Manufacturing PMI,34.8,35.4,35.4
2009-03-02 04:55:00,EUR,Low Impact Expected,German Final Manufacturing PMI,32.1,32.1,32.2
2009-03-02 05:00:00,EUR,Medium Impact Expected,Final Manufacturing PMI,33.5,33.6,33.6
2009-03-02 05:30:00,GBP,High Impact Expected,Manufacturing PMI,34.7,34.9,35.8
2009-03-02 05:30:00,GBP,Low Impact Expected,Mortgage Approvals,31K,33K,31K
2009-03-02 05:30:00,GBP,Low Impact Expected,Net Lending to Individuals m/m,1.1B,1.8B,2.1B
2009-03-02 06:00:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,1.2%,1.0%,1.1%
2009-03-02 06:00:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.2%,0.2%,-0.1%
2009-03-02 09:30:00,CAD,High Impact Expected,GDP m/m,-1.0%,-0.7%,-0.7%
2009-03-02 09:30:00,USD,Medium Impact Expected,Core PCE Price Index m/m,0.1%,0.1%,0.0%
2009-03-02 09:30:00,USD,Medium Impact Expected,Personal Spending m/m,0.6%,0.3%,-1.0%
2009-03-02 09:30:00,USD,Low Impact Expected,Personal Income m/m,0.4%,-0.2%,-0.2%
2009-03-02 11:00:00,USD,High Impact Expected,ISM Manufacturing PMI,35.8,34.0,35.6
2009-03-02 11:00:00,USD,Low Impact Expected,Construction Spending m/m,-3.3%,-1.5%,-2.4%
2009-03-02 11:00:00,USD,Low Impact Expected,ISM Manufacturing Prices,29.0,35.5,29.0
2009-03-02 13:45:00,USD,Medium Impact Expected,FOMC Member Lacker Speaks,,,
2009-03-02 14:30:00,CHF,Medium Impact Expected,SNB Chairman Roth Speaks,,,
2009-03-02 19:50:00,JPY,Low Impact Expected,Monetary Base y/y,6.4%,1.9%,3.9%
2009-03-02 20:30:00,AUD,High Impact Expected,Retail Sales m/m,0.2%,-0.5%,3.8%
2009-03-02 20:30:00,AUD,Medium Impact Expected,Current Account,-6.5B,-7.3B,-9.5B
2009-03-02 21:00:00,CNY,Low Impact Expected,Non-Manufacturing PMI,41.9,,51.0
2009-03-02 23:30:00,AUD,High Impact Expected,Cash Rate,3.25%,3.00%,3.25%
2009-03-02 23:30:00,AUD,High Impact Expected,RBA Rate Statement,,,
2009-03-02 23:45:00,JPY,Low Impact Expected,10-y Bond Auction,1.30|2.9,,1.30|2.2
2009-03-03 02:45:00,CHF,Medium Impact Expected,GDP q/q,-0.3%,-0.9%,-0.1%
2009-03-03 03:00:00,EUR,Low Impact Expected,German WPI m/m,-0.4%,-2.0%,-3.2%
2009-03-03 04:00:00,EUR,Low Impact Expected,Spanish Unemployment Change,154.1K,,198.8K
2009-03-03 05:30:00,GBP,Medium Impact Expected,Construction PMI,27.8,34.2,34.5
2009-03-03 09:00:00,USD,Medium Impact Expected,FOMC Member Lockhart Speaks,,,
2009-03-03 09:15:00,USD,High Impact Expected,Fed Announcement,,,
2009-03-03 09:30:00,NZD,Low Impact Expected,GDT Price Index,17.5%,,-8.2%
2009-03-03 10:00:00,CAD,High Impact Expected,BOC Rate Statement,,,
2009-03-03 10:00:00,CAD,High Impact Expected,Overnight Rate,0.50%,0.50%,1.00%
2009-03-03 11:00:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
2009-03-03 11:00:00,USD,High Impact Expected,Pending Home Sales m/m,-7.7%,-3.0%,4.8%
2009-03-03 00:00:00,USD,Low Impact Expected,Total Vehicle Sales,9.1M,9.5M,9.6M
2009-03-03 13:30:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2009-03-03 13:30:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
2009-03-03 17:15:00,NZD,Medium Impact Expected,RBNZ Gov Bollard Speaks,,,
2009-03-03 18:30:00,AUD,Low Impact Expected,AIG Services Index,32.2,,41.0
2009-03-03 19:40:00,AUD,Medium Impact Expected,RBA Assist Gov Edey Speaks,,,
2009-03-03 20:01:00,GBP,Medium Impact Expected,Nationwide Consumer Confidence,43,38,41
2009-03-03 20:30:00,AUD,High Impact Expected,GDP q/q,-0.5%,0.2%,0.1%
2009-03-03 21:00:00,CNY,High Impact Expected,Manufacturing PMI,49.0,,45.3
2009-03-03 22:09:00,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-4.6%,,-4.3%
2009-03-04 04:15:00,EUR,Low Impact Expected,Spanish Services PMI,31.7,,31.8
2009-03-04 04:45:00,EUR,Low Impact Expected,Italian Services PMI,37.9,39.6,41.1
2009-03-04 04:50:00,EUR,Low Impact Expected,French Final Services PMI,40.2,40.1,40.1
2009-03-04 04:55:00,EUR,Low Impact Expected,German Final Services PMI,41.3,41.6,41.6
2009-03-04 05:00:00,EUR,Medium Impact Expected,Final Services PMI,39.2,38.9,38.9
2009-03-04 05:30:00,GBP,High Impact Expected,Services PMI,43.2,41.6,42.5
2009-03-04 06:30:00,GBP,Low Impact Expected,BRC Shop Price Index y/y,1.9%,,1.1%
2009-03-04 06:43:00,GBP,Low Impact Expected,30-y Bond Auction,4.49|1.5,,3.98|1.7
2009-03-04 08:30:00,USD,Low Impact Expected,Challenger Job Cuts y/y,158.4%,,222.4%
2009-03-04 09:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,-697K,-620K,-614K
2009-03-04 11:00:00,USD,High Impact Expected,ISM Non-Manufacturing PMI,41.6,41.2,42.9
2009-03-04 11:00:00,USD,Low Impact Expected,Treasury Sec Geithner Speaks,,,
2009-03-04 11:30:00,USD,Medium Impact Expected,Crude Oil Inventories,-0.7M,1.0M,0.7M
2009-03-04 13:00:00,USD,Medium Impact Expected,FOMC Member Lockhart Speaks,,,
2009-03-04 15:00:00,USD,Medium Impact Expected,Beige Book,,,
2009-03-04 19:50:00,JPY,Medium Impact Expected,Capital Spending q/y,-17.3%,-15.6%,-13.0%
2009-03-04 20:30:00,AUD,High Impact Expected,Building Approvals m/m,-3.7%,1.4%,-1.9%
2009-03-04 20:30:00,AUD,High Impact Expected,Trade Balance,0.97B,1.10B,0.42B
2009-03-04 23:45:00,JPY,Low Impact Expected,30-y Bond Auction,1.94|2.5,,1.88|3.3
2009-03-05 03:00:00,EUR,Medium Impact Expected,German Retail Sales m/m,-0.6%,0.3%,0.5%
2009-03-05 04:00:00,CHF,Low Impact Expected,Foreign Currency Reserves,47B,,47B
2009-03-05 05:00:00,GBP,High Impact Expected,Halifax HPI m/m,-2.3%,-2.3%,2.0%
2009-03-05 06:00:00,EUR,Low Impact Expected,Revised GDP q/q,-1.5%,-1.5%,-1.5%
2009-03-05 06:06:00,EUR,Low Impact Expected,French 10-y Bond Auction,3.72|1.7,,3.85|2.6
2009-03-05 08:00:00,GBP,High Impact Expected,Asset Purchase Facility,75B,,
2009-03-05 08:00:00,GBP,High Impact Expected,MPC Rate Statement,,,
2009-03-05 08:00:00,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,1.00%
2009-03-05 08:45:00,EUR,High Impact Expected,Main Refinancing Rate,1.50%,1.50%,2.00%
2009-03-05 09:30:00,CAD,High Impact Expected,Building Permits m/m,-4.6%,-5.0%,-3.6%
2009-03-05 09:30:00,EUR,High Impact Expected,ECB Press Conference,,,
2009-03-05 09:30:00,USD,High Impact Expected,Unemployment Claims,639K,647K,670K
2009-03-05 09:30:00,USD,Medium Impact Expected,Revised Nonfarm Productivity q/q,-0.4%,1.4%,3.2%
2009-03-05 09:30:00,USD,Low Impact Expected,Revised Unit Labor Costs q/q,5.7%,3.5%,1.8%
2009-03-05 10:00:00,CAD,Medium Impact Expected,Gov Council Member Duguay Speaks,,,
2009-03-05 11:00:00,CAD,High Impact Expected,Ivey PMI,45.2,37.5,36.1
2009-03-05 11:00:00,USD,Medium Impact Expected,FOMC Member Kohn Speaks,,,
2009-03-05 11:00:00,USD,Medium Impact Expected,Factory Orders m/m,-1.9%,-3.5%,-4.9%
2009-03-05 11:00:00,USD,Medium Impact Expected,Mortgage Delinquencies,7.88%,,6.99%
2009-03-05 11:00:00,USD,Low Impact Expected,Treasury Sec Geithner Speaks,,,
2009-03-05 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-102B,-95B,-101B
2009-03-05 13:45:00,USD,Medium Impact Expected,FOMC Member Lockhart Speaks,,,
2009-03-05 18:30:00,AUD,Low Impact Expected,AIG Construction Index,29.5,,34.1
2009-03-06 04:15:00,CHF,Medium Impact Expected,CPI m/m,0.2%,-0.1%,-0.8%
2009-03-06 05:30:00,GBP,High Impact Expected,PPI Input m/m,0.6%,0.1%,0.9%
2009-03-06 05:30:00,GBP,Low Impact Expected,PPI Output m/m,0.1%,0.1%,0.1%
2009-03-06 09:30:00,USD,High Impact Expected,Non-Farm Employment Change,-651K,-647K,-655K
2009-03-06 09:30:00,USD,High Impact Expected,Unemployment Rate,8.1%,7.9%,7.6%
2009-03-06 09:30:00,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.2%,0.3%,0.2%
2009-03-06 12:15:00,USD,Medium Impact Expected,FOMC Member Dudley Speaks,,,
2009-03-06 16:00:00,USD,Low Impact Expected,Consumer Credit m/m,1.8B,-4.2B,-7.5B
2009-03-07 16:15:00,USD,Low Impact Expected,Fed Chairman Bernanke Speaks,,,
2009-03-08 03:00:00,CAD,Non-Economic,Daylight Saving Time Shift,,,
2009-03-08 03:00:00,USD,Non-Economic,Daylight Saving Time Shift,,,
2009-03-08 19:50:00,JPY,Low Impact Expected,Bank Lending y/y,3.5%,,3.6%
2009-03-08 19:50:00,JPY,Low Impact Expected,M2 Money Stock y/y,2.1%,1.9%,2.0%
2009-03-08 19:52:00,JPY,Low Impact Expected,Current Account,0.26T,0.40T,0.56T
2009-03-09 01:00:00,JPY,Low Impact Expected,Economy Watchers Sentiment,19.4,17.3,17.1
2009-03-09 02:45:00,CHF,Low Impact Expected,Unemployment Rate,3.1%,3.1%,3.0%
2009-03-09 00:00:00,EUR,Low Impact Expected,Eurogroup Meetings,,,
2009-03-09 05:30:00,EUR,Low Impact Expected,Sentix Investor Confidence,-42.7,-37.8,-36.1
2009-03-09 08:15:00,CAD,High Impact Expected,Housing Starts,135K,144K,154K
2009-03-09 20:01:00,GBP,Medium Impact Expected,BRC Retail Sales Monitor y/y,-1.8%,,1.1%
2009-03-09 20:01:00,GBP,Medium Impact Expected,RICS House Price Balance,-78%,-76%,-77%
2009-03-09 20:30:00,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,-10.4%,,-6.3%
2009-03-09 20:30:00,AUD,Medium Impact Expected,NAB Business Confidence,-22,,-32
2009-03-09 22:00:00,CNY,Medium Impact Expected,CPI y/y,-1.6%,-1.0%,1.0%
2009-03-09 22:00:00,CNY,Medium Impact Expected,PPI y/y,-4.5%,-4.5%,-3.3%
2009-03-10 01:00:00,JPY,Low Impact Expected,Leading Indicators,77.1%,77.2%,79.4%
2009-03-10 02:08:00,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,-83.9%,,-84.1%
2009-03-10 03:00:00,EUR,Medium Impact Expected,German Trade Balance,8.3B,10.0B,11.0B
2009-03-10 03:00:00,EUR,Low Impact Expected,German Final CPI m/m,0.6%,0.6%,0.6%
2009-03-10 03:45:00,EUR,Medium Impact Expected,French Industrial Production m/m,-3.1%,-0.7%,-1.5%
2009-03-10 03:45:00,EUR,Low Impact Expected,French Gov Budget Balance,-8.1B,,-56.5B
2009-03-10 03:45:00,EUR,Low Impact Expected,French Trade Balance,-4.5B,-3.0B,-3.0B
2009-03-10 00:00:00,EUR,Low Impact Expected,ECOFIN Meetings,,,
2009-03-10 05:30:00,GBP,High Impact Expected,Manufacturing Production m/m,-2.9%,-1.5%,-1.9%
2009-03-10 05:30:00,GBP,Low Impact Expected,Industrial Production m/m,-2.6%,-1.2%,-1.5%
2009-03-10 06:37:00,GBP,Low Impact Expected,10-y Bond Auction,3.07|2.1,,3.94|1.8
2009-03-10 08:30:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
